Hugo_Symbol,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,Splice_Site,Translation_Start_Site,total,MutatedSamples,AlteredSamples
MYH6,0,1,0,0,12,1,0,0,0,14,13,13
MYO9A,1,0,0,0,12,0,0,1,0,14,13,13
NOS1,0,0,0,0,13,0,0,1,0,14,13,13
PCDH9,2,0,0,0,11,1,0,0,0,14,13,13
PHF20L1,2,1,0,0,9,2,0,0,0,14,13,13
SCN7A,0,1,0,0,13,0,0,0,0,14,13,13
SCN8A,0,0,0,0,14,0,0,0,0,14,13,13
SLIT2,1,0,0,0,12,1,0,0,0,14,13,13
SNRNP200,1,0,0,0,13,0,0,0,0,14,13,13
TGS1,0,2,0,0,11,0,0,1,0,14,13,13
TNN,0,1,0,0,13,0,0,0,0,14,13,13
TRIO,0,0,0,0,13,1,0,0,0,14,13,13
ZNF687,3,2,0,0,8,0,0,1,0,14,13,13
ADCY8,0,0,0,0,12,1,0,0,0,13,13,13
AMER1,1,0,0,0,12,0,0,0,0,13,13,13
ANKHD1-EIF4EBP3,1,0,0,0,9,2,0,1,0,13,13,13
CADPS,0,0,0,0,11,1,0,1,0,13,13,13
CASR,2,0,0,0,11,0,0,0,0,13,13,13
COL1A2,0,0,0,0,11,0,0,2,0,13,13,13
CRB1,0,0,0,0,12,1,0,0,0,13,13,13
DAB1,0,1,0,0,8,3,0,1,0,13,13,13
DCC,1,0,0,0,10,2,0,0,0,13,13,13
DENND4B,1,0,0,0,12,0,0,0,0,13,13,13
DLC1,1,1,0,0,11,0,0,0,0,13,13,13
DLG1,1,0,1,0,9,2,0,0,0,13,13,13
EHMT1,1,0,0,0,10,1,0,1,0,13,13,13
GRIK2,1,0,0,0,10,2,0,0,0,13,13,13
HDAC6,1,0,0,0,12,0,0,0,0,13,13,13
IGF2R,1,0,1,0,10,1,0,0,0,13,13,13
ITIH6,1,1,0,0,9,1,0,1,0,13,13,13
KCNB2,3,0,0,0,8,2,0,0,0,13,13,13
LAMC1,1,0,1,0,11,0,0,0,0,13,13,13
MICAL2,1,0,0,0,9,2,0,1,0,13,13,13
MYO18A,0,0,0,0,13,0,0,0,0,13,13,13
NLRC5,1,1,1,0,10,0,0,0,0,13,13,13
PLXNA3,0,0,0,0,12,1,0,0,0,13,13,13
POGZ,0,0,0,0,11,2,0,0,0,13,13,13
POLQ,0,0,0,0,10,2,1,0,0,13,13,13
SCN5A,2,0,0,0,9,2,0,0,0,13,13,13
SETDB1,0,1,0,0,12,0,0,0,0,13,13,13
TJP1,1,1,0,0,8,1,0,2,0,13,13,13
TLR7,0,0,1,0,12,0,0,0,0,13,13,13
TNR,0,0,1,0,12,0,0,0,0,13,13,13
TRPS1,0,1,2,0,9,1,0,0,0,13,13,13
USP15,1,1,0,0,10,0,0,1,0,13,13,13
VWF,0,0,0,0,9,3,0,1,0,13,13,13
WDR7,0,0,0,0,9,3,0,1,0,13,13,13
ZC3H11A,0,0,1,0,12,0,0,0,0,13,13,13
ZFPM2,0,0,0,0,11,2,0,0,0,13,13,13
SRRM2,2,0,1,0,15,0,0,0,0,18,12,12
SCN9A,1,0,0,0,16,0,0,0,0,17,12,12
STAG1,0,0,0,0,16,0,0,1,0,17,12,12
MYH15,0,0,0,0,15,1,0,0,0,16,12,12
ARHGAP5,1,0,0,0,11,3,0,0,0,15,12,12
C2orf16,0,0,1,0,13,1,0,0,0,15,12,12
CECR2,3,0,0,0,12,0,0,0,0,15,12,12
CEP152,0,0,1,0,13,1,0,0,0,15,12,12
FRYL,2,0,0,0,13,0,0,0,0,15,12,12
GOLGA4,1,0,0,0,11,3,0,0,0,15,12,12
NBEAL1,0,0,0,0,12,3,0,0,0,15,12,12
SAMD9L,1,0,0,0,12,2,0,0,0,15,12,12
SIPA1L2,0,0,0,0,12,1,0,2,0,15,12,12
AKAP13,1,0,0,0,10,3,0,0,0,14,12,12
CEP95,0,0,0,0,13,1,0,0,0,14,12,12
ERCC6,0,0,0,0,13,1,0,0,0,14,12,12
HECW2,0,0,0,0,14,0,0,0,0,14,12,12
KIAA2026,1,0,0,0,13,0,0,0,0,14,12,12
MARF1,1,0,0,0,13,0,0,0,0,14,12,12
MTM1,1,0,0,0,10,3,0,0,0,14,12,12
NCKAP1,0,0,0,0,13,0,0,1,0,14,12,12
PCDHB7,0,0,0,0,13,1,0,0,0,14,12,12
ST18,0,0,1,0,13,0,0,0,0,14,12,12
TENM4,2,0,0,0,11,1,0,0,0,14,12,12
TOGARAM1,0,0,0,0,12,2,0,0,0,14,12,12
VIRMA,0,0,0,0,13,1,0,0,0,14,12,12
WNK1,0,0,0,0,9,4,0,1,0,14,12,12
ADAMTSL1,1,0,0,0,11,1,0,0,0,13,12,12
ADCY9,0,0,0,0,13,0,0,0,0,13,12,12
AKAP12,1,0,0,0,12,0,0,0,0,13,12,12
ASXL2,1,0,0,0,8,4,0,0,0,13,12,12
BRINP3,0,0,0,0,13,0,0,0,0,13,12,12
CACNA1D,0,0,0,0,13,0,0,0,0,13,12,12
CASP8AP2,1,0,0,0,12,0,0,0,0,13,12,12
CBLB,0,0,0,0,13,0,0,0,0,13,12,12
CCDC144A,0,0,0,0,12,1,0,0,0,13,12,12
CHD3,0,0,0,0,11,2,0,0,0,13,12,12
CTNND2,1,0,0,0,11,1,0,0,0,13,12,12
DOCK2,1,0,0,0,12,0,0,0,0,13,12,12
ERBB4,0,0,0,0,12,0,0,1,0,13,12,12
EVPL,1,0,0,0,11,1,0,0,0,13,12,12
KIF26B,1,0,0,0,11,1,0,0,0,13,12,12
KIF5C,2,0,0,0,11,0,0,0,0,13,12,12
MMRN1,0,0,0,0,12,1,0,0,0,13,12,12
NHS,1,0,0,0,11,1,0,0,0,13,12,12
NLRC4,0,0,0,0,11,1,0,1,0,13,12,12
PLEC,1,0,0,0,12,0,0,0,0,13,12,12
PPFIA2,0,0,1,0,10,2,0,0,0,13,12,12
PPRC1,1,1,0,0,9,2,0,0,0,13,12,12
ROBO1,0,0,0,0,12,1,0,0,0,13,12,12
SGSM1,0,0,0,0,12,1,0,0,0,13,12,12
SMCHD1,1,0,0,0,10,2,0,0,0,13,12,12
SMG8,1,0,0,0,11,1,0,0,0,13,12,12
SRGAP1,0,0,0,0,13,0,0,0,0,13,12,12
STAT4,1,0,0,0,9,2,0,1,0,13,12,12
TMPRSS15,0,0,0,0,11,1,0,1,0,13,12,12
TNC,0,0,0,0,12,1,0,0,0,13,12,12
WSCD2,0,0,0,0,13,0,0,0,0,13,12,12
AFF3,0,0,1,0,11,0,0,0,0,12,12,12
ANKRD30A,0,0,0,0,7,2,0,3,0,12,12,12
ARHGEF11,0,0,0,0,11,0,0,1,0,12,12,12
ATP10A,0,0,0,0,12,0,0,0,0,12,12,12
ATP2B3,0,0,0,0,11,0,0,1,0,12,12,12
BCOR,0,0,0,0,10,2,0,0,0,12,12,12
CACNA1B,0,0,0,0,12,0,0,0,0,12,12,12
CDH12,0,0,0,0,10,2,0,0,0,12,12,12
CNTN6,1,0,0,0,9,1,0,1,0,12,12,12
CNTNAP2,2,0,0,0,9,1,0,0,0,12,12,12
COL19A1,1,0,1,0,8,2,0,0,0,12,12,12
CPAMD8,0,0,0,0,11,0,0,1,0,12,12,12
CTNNA2,1,0,0,0,11,0,0,0,0,12,12,12
DSCAML1,0,0,1,0,10,0,0,1,0,12,12,12
EEA1,1,0,1,0,9,1,0,0,0,12,12,12
EPHA5,0,0,0,0,12,0,0,0,0,12,12,12
ESPL1,0,0,0,0,11,1,0,0,0,12,12,12
EXO1,2,1,0,0,9,0,0,0,0,12,12,12
FGFR2,0,0,0,0,12,0,0,0,0,12,12,12
GPS2,6,1,0,0,1,3,0,1,0,12,12,12
GRID1,0,0,0,0,11,0,0,1,0,12,12,12
HDX,0,0,0,0,10,2,0,0,0,12,12,12
MAP3K13,2,0,0,0,7,2,0,1,0,12,12,12
MED12L,0,0,0,0,10,2,0,0,0,12,12,12
MYO6,1,1,0,0,9,1,0,0,0,12,12,12
MYOM1,0,0,1,0,10,1,0,0,0,12,12,12
NALCN,0,0,0,0,12,0,0,0,0,12,12,12
NAV1,0,0,0,0,10,2,0,0,0,12,12,12
NLGN4X,0,0,0,0,12,0,0,0,0,12,12,12
NLRP2,0,0,0,0,6,3,0,3,0,12,12,12
PCSK5,0,0,0,0,9,1,0,2,0,12,12,12
RC3H1,1,0,0,0,11,0,0,0,0,12,12,12
RIC1,0,0,0,0,9,2,0,1,0,12,12,12
SALL1,1,0,0,0,11,0,0,0,0,12,12,12
SELP,0,0,0,0,12,0,0,0,0,12,12,12
SFMBT1,0,0,0,0,11,1,0,0,0,12,12,12
SYBU,0,0,0,0,11,1,0,0,0,12,12,12
SYCP1,1,0,0,0,10,1,0,0,0,12,12,12
TANC2,1,0,0,0,11,0,0,0,0,12,12,12
TBC1D8,1,0,0,0,10,1,0,0,0,12,12,12
TP53BP2,1,1,0,0,8,1,0,1,0,12,12,12
TRIP11,0,0,0,0,11,0,0,1,0,12,12,12
TRPA1,1,0,0,0,10,0,0,1,0,12,12,12
TRPC5,0,0,0,0,12,0,0,0,0,12,12,12
UBC,1,2,1,0,8,0,0,0,0,12,12,12
UHRF1BP1L,1,0,0,0,10,1,0,0,0,12,12,12
VCPIP1,0,0,1,0,11,0,0,0,0,12,12,12
ZMYM4,1,0,0,0,7,3,0,1,0,12,12,12
ZNF592,1,0,0,0,10,1,0,0,0,12,12,12
CCDC88A,2,0,0,0,13,1,0,1,0,17,11,11
PLEKHA6,1,0,0,0,11,2,0,2,0,16,11,11
ADNP,1,1,0,0,13,0,0,0,0,15,11,11
RALGAPB,1,2,0,0,11,1,0,0,0,15,11,11
RASGRF1,0,0,0,0,13,1,0,1,0,15,11,11
LAMA4,0,0,0,0,13,1,0,0,0,14,11,11
PTPN13,1,0,0,0,12,1,0,0,0,14,11,11
RFX6,0,0,0,0,13,1,0,0,0,14,11,11
ABCB4,1,0,0,0,9,3,0,0,0,13,11,11
ABI3BP,2,0,0,0,10,1,0,0,0,13,11,11
ANKRD28,0,0,0,0,13,0,0,0,0,13,11,11
ATAD2,0,0,0,0,11,2,0,0,0,13,11,11
CD109,0,0,1,0,10,1,0,1,0,13,11,11
CEP290,2,0,0,0,10,1,0,0,0,13,11,11
DYSF,2,0,0,0,9,1,0,1,0,13,11,11
ENPP2,0,0,0,0,12,1,0,0,0,13,11,11
GPRASP1,1,0,0,0,8,4,0,0,0,13,11,11
NSD1,0,0,0,0,13,0,0,0,0,13,11,11
NUP188,2,0,0,0,7,2,0,2,0,13,11,11
PCDHGA1,0,0,0,0,12,1,0,0,0,13,11,11
PPP1R3A,2,0,0,0,8,2,1,0,0,13,11,11
SDK2,0,2,0,0,10,1,0,0,0,13,11,11
SLC9C1,2,1,0,0,10,0,0,0,0,13,11,11
TP53BP1,0,1,0,0,12,0,0,0,0,13,11,11
TRIP12,1,1,0,0,8,2,0,1,0,13,11,11
TUT7,2,0,0,0,8,1,0,2,0,13,11,11
ZMYM2,4,0,0,0,9,0,0,0,0,13,11,11
ABCA4,0,0,0,0,12,0,0,0,0,12,11,11
AFF1,1,0,0,0,11,0,0,0,0,12,11,11
ATP10D,0,0,0,0,12,0,0,0,0,12,11,11
BDP1,1,1,0,0,9,1,0,0,0,12,11,11
C2CD3,0,1,1,0,9,1,0,0,0,12,11,11
C3,0,1,0,0,11,0,0,0,0,12,11,11
CACNA1S,1,0,0,0,10,1,0,0,0,12,11,11
CDC42BPB,0,0,0,0,11,1,0,0,0,12,11,11
COL4A6,0,0,0,0,9,3,0,0,0,12,11,11
COL5A1,0,0,0,0,12,0,0,0,0,12,11,11
CR1,1,0,0,0,11,0,0,0,0,12,11,11
DIDO1,0,0,0,0,11,1,0,0,0,12,11,11
DISP1,0,0,0,0,11,1,0,0,0,12,11,11
DNM3,0,0,0,0,11,1,0,0,0,12,11,11
EIF4A2,1,0,0,0,9,0,0,1,1,12,11,11
FBN2,0,0,0,0,10,0,0,2,0,12,11,11
GPR179,0,0,0,0,11,1,0,0,0,12,11,11
GPRASP2,0,0,0,0,12,0,0,0,0,12,11,11
HEATR1,1,0,0,0,10,1,0,0,0,12,11,11
HSPG2,1,0,0,0,10,1,0,0,0,12,11,11
ITSN2,1,0,0,0,10,1,0,0,0,12,11,11
KCNA4,2,0,0,0,10,0,0,0,0,12,11,11
KIF14,1,0,0,0,10,0,0,1,0,12,11,11
LRP4,0,2,0,0,9,1,0,0,0,12,11,11
MAST1,0,0,0,0,10,2,0,0,0,12,11,11
MIS18BP1,3,0,0,0,9,0,0,0,0,12,11,11
NCOA3,0,0,0,0,11,1,0,0,0,12,11,11
NRXN3,0,0,0,0,10,2,0,0,0,12,11,11
NUP98,1,0,0,0,11,0,0,0,0,12,11,11
OAS2,0,0,0,0,12,0,0,0,0,12,11,11
PCDHA11,0,0,0,0,12,0,0,0,0,12,11,11
PIK3C2B,0,1,0,0,11,0,0,0,0,12,11,11
PIKFYVE,1,0,0,0,9,0,0,2,0,12,11,11
PLEKHH2,0,0,0,0,10,1,0,1,0,12,11,11
PRTG,1,0,0,0,10,1,0,0,0,12,11,11
SAMD9,0,0,0,0,11,1,0,0,0,12,11,11
SUPT5H,1,0,0,0,7,3,0,1,0,12,11,11
TBC1D25,0,0,0,0,12,0,0,0,0,12,11,11
TMEM131,0,0,1,0,10,1,0,0,0,12,11,11
TOPBP1,0,0,0,0,12,0,0,0,0,12,11,11
UBR2,0,1,0,0,8,2,0,1,0,12,11,11
WWP2,1,0,0,0,10,1,0,0,0,12,11,11
XRN1,0,0,0,0,9,3,0,0,0,12,11,11
ACVR2A,4,0,0,0,7,0,0,0,0,11,11,11
ADAMTS17,0,0,0,0,10,1,0,0,0,11,11,11
ALK,0,0,1,0,9,1,0,0,0,11,11,11
ARHGAP21,0,0,0,0,11,0,0,0,0,11,11,11
ATP11C,1,0,0,0,7,3,0,0,0,11,11,11
ATP1A4,1,0,0,0,9,0,0,1,0,11,11,11
BACH2,0,0,0,0,11,0,0,0,0,11,11,11
BAP1,1,1,0,0,8,1,0,0,0,11,11,11
BCORL1,0,0,1,0,9,1,0,0,0,11,11,11
BRIP1,0,0,1,0,9,0,0,1,0,11,11,11
CADPS2,0,0,0,0,9,2,0,0,0,11,11,11
CCDC80,0,1,0,0,10,0,0,0,0,11,11,11
CDH10,0,1,0,0,10,0,0,0,0,11,11,11
CDH23,1,0,0,0,10,0,0,0,0,11,11,11
CDH8,0,0,0,0,11,0,0,0,0,11,11,11
CEP250,0,1,0,0,9,1,0,0,0,11,11,11
CNTN1,0,0,0,0,11,0,0,0,0,11,11,11
COL4A4,0,0,0,0,8,1,0,2,0,11,11,11
CTTNBP2,0,0,1,0,8,1,0,1,0,11,11,11
DENND5B,0,0,0,0,10,1,0,0,0,11,11,11
DIP2A,0,0,0,0,11,0,0,0,0,11,11,11
DIP2C,1,0,1,0,9,0,0,0,0,11,11,11
DOCK9,0,0,0,0,11,0,0,0,0,11,11,11
EP400,1,0,1,0,9,0,0,0,0,11,11,11
FAM91A1,0,0,0,0,10,1,0,0,0,11,11,11
GALNTL5,2,0,0,0,7,2,0,0,0,11,11,11
GNAS,1,2,0,0,8,0,0,0,0,11,11,11
GNPTAB,2,0,0,0,8,1,0,0,0,11,11,11
GRIK1,0,1,0,0,9,1,0,0,0,11,11,11
GRIN2B,0,0,0,0,10,1,0,0,0,11,11,11
GRM3,0,0,0,0,9,2,0,0,0,11,11,11
HEATR5B,2,0,0,0,7,2,0,0,0,11,11,11
HTATSF1,0,0,0,0,11,0,0,0,0,11,11,11
IQGAP3,1,0,1,0,9,0,0,0,0,11,11,11
KAT6A,0,0,0,0,11,0,0,0,0,11,11,11
KIF20B,3,1,0,0,5,1,0,1,0,11,11,11
LEPR,1,0,0,0,9,1,0,0,0,11,11,11
MAGED1,1,0,0,0,8,2,0,0,0,11,11,11
MAP3K4,2,0,0,0,5,4,0,0,0,11,11,11
MKRN3,0,1,0,0,10,0,0,0,0,11,11,11
MYH13,0,1,0,0,9,1,0,0,0,11,11,11
MYO15A,1,0,0,0,7,1,0,2,0,11,11,11
MYOF,1,0,0,0,9,1,0,0,0,11,11,11
NEDD9,0,0,0,0,10,1,0,0,0,11,11,11
NEK5,0,0,0,0,10,1,0,0,0,11,11,11
NINL,0,0,0,0,11,0,0,0,0,11,11,11
NLGN3,1,1,0,0,9,0,0,0,0,11,11,11
NLRP11,1,0,0,0,10,0,0,0,0,11,11,11
NPAS4,1,0,0,0,9,1,0,0,0,11,11,11
NRXN1,0,0,0,0,11,0,0,0,0,11,11,11
OTOF,0,0,0,0,11,0,0,0,0,11,11,11
PCDHB9,1,1,0,0,9,0,0,0,0,11,11,11
PCDHGB6,0,0,0,0,10,1,0,0,0,11,11,11
PHIP,2,0,1,0,7,1,0,0,0,11,11,11
PLG,0,1,0,0,8,1,0,1,0,11,11,11
PMFBP1,0,0,0,0,11,0,0,0,0,11,11,11
POLR1A,1,0,0,0,10,0,0,0,0,11,11,11
PPEF1,0,0,0,0,9,2,0,0,0,11,11,11
PREX1,0,0,0,0,10,1,0,0,0,11,11,11
PTPRT,1,0,0,0,9,1,0,0,0,11,11,11
RASAL2,0,1,0,0,10,0,0,0,0,11,11,11
RB1CC1,1,1,0,0,7,1,0,1,0,11,11,11
RBM12,1,0,1,0,7,2,0,0,0,11,11,11
RBM6,0,0,0,0,10,0,0,0,1,11,11,11
RGS7,0,0,0,0,8,1,0,2,0,11,11,11
SEC16B,1,0,0,0,9,1,0,0,0,11,11,11
SLC30A5,0,0,0,0,11,0,0,0,0,11,11,11
SLC8A1,0,0,0,0,11,0,0,0,0,11,11,11
SLITRK2,0,1,0,0,10,0,0,0,0,11,11,11
STYXL2,1,0,0,0,10,0,0,0,0,11,11,11
TECTA,1,1,0,0,9,0,0,0,0,11,11,11
TRPM8,1,0,0,0,9,1,0,0,0,11,11,11
TSPOAP1,0,0,0,0,10,1,0,0,0,11,11,11
UNC13A,1,0,0,0,9,0,0,1,0,11,11,11
UPF2,0,0,0,0,8,3,0,0,0,11,11,11
WWC1,0,0,0,0,11,0,0,0,0,11,11,11
WWC3,3,0,0,0,6,2,0,0,0,11,11,11
XPOT,3,0,0,0,8,0,0,0,0,11,11,11
ZBBX,0,0,0,0,10,1,0,0,0,11,11,11
ZFP36L1,4,3,1,0,2,1,0,0,0,11,11,11
ZRANB3,0,0,1,0,9,1,0,0,0,11,11,11
APOBR,1,1,0,0,13,0,0,0,0,15,10,10
BAZ1B,1,0,0,0,11,2,0,0,0,14,10,10
CELSR2,0,1,0,0,11,2,0,0,0,14,10,10
CNTRL,0,0,1,0,13,0,0,0,0,14,10,10
ERBIN,2,0,0,0,10,1,0,1,0,14,10,10
PDE4DIP,0,0,0,0,13,1,0,0,0,14,10,10
PJA1,1,0,0,0,10,3,0,0,0,14,10,10
PLCB1,0,0,1,0,10,2,0,1,0,14,10,10
ANO4,2,0,0,0,9,1,0,0,1,13,10,10
CAMSAP2,2,0,0,0,11,0,0,0,0,13,10,10
CCAR1,0,0,1,0,7,5,0,0,0,13,10,10
CCDC150,1,0,0,0,12,0,0,0,0,13,10,10
COL1A1,0,0,1,0,11,0,0,1,0,13,10,10
IL1RAPL1,0,0,0,0,11,2,0,0,0,13,10,10
ITGA8,0,0,0,0,10,1,0,2,0,13,10,10
KIF27,0,0,0,0,10,3,0,0,0,13,10,10
LRPPRC,2,0,0,0,10,1,0,0,0,13,10,10
MSH6,2,0,0,0,9,2,0,0,0,13,10,10
POLA1,0,0,0,0,11,2,0,0,0,13,10,10
RGS22,1,0,0,0,10,2,0,0,0,13,10,10
SLITRK3,0,0,0,0,12,1,0,0,0,13,10,10
ABCA10,0,0,0,0,9,2,0,1,0,12,10,10
ABCA3,0,0,0,0,12,0,0,0,0,12,10,10
ABCA6,0,0,0,0,8,3,0,1,0,12,10,10
AKAP11,0,0,0,0,8,3,0,1,0,12,10,10
ARHGAP29,1,0,0,0,10,1,0,0,0,12,10,10
CDKN1B,3,4,0,0,0,4,0,1,0,12,10,10
CHD2,0,0,0,0,11,1,0,0,0,12,10,10
DGKK,0,0,0,0,11,1,0,0,0,12,10,10
DYRK1A,0,1,0,0,10,1,0,0,0,12,10,10
FOCAD,1,0,0,0,11,0,0,0,0,12,10,10
HERC6,0,0,0,0,11,1,0,0,0,12,10,10
MECOM,3,0,0,0,8,0,0,1,0,12,10,10
MPDZ,1,0,0,0,10,1,0,0,0,12,10,10
PATJ,1,0,0,0,9,1,0,1,0,12,10,10
PHF8,0,0,0,0,11,1,0,0,0,12,10,10
PKP4,0,0,0,0,11,1,0,0,0,12,10,10
PTPRG,0,1,0,0,8,1,0,2,0,12,10,10
SPTAN1,0,0,0,0,11,1,0,0,0,12,10,10
TLN2,0,0,0,0,11,1,0,0,0,12,10,10
TRAPPC8,0,0,0,0,9,3,0,0,0,12,10,10
ZNF106,0,0,0,0,9,2,0,1,0,12,10,10
ADAMTS9,0,0,0,0,9,2,0,0,0,11,10,10
AK9,0,0,0,0,10,1,0,0,0,11,10,10
ALPK2,0,0,0,0,10,1,0,0,0,11,10,10
ANAPC1,0,0,0,0,10,1,0,0,0,11,10,10
ANKFN1,0,0,0,0,11,0,0,0,0,11,10,10
CDK12,1,0,0,0,9,0,0,1,0,11,10,10
CEP70,0,0,1,0,8,2,0,0,0,11,10,10
CHD5,1,0,0,0,10,0,0,0,0,11,10,10
CLASP2,1,0,0,0,9,1,0,0,0,11,10,10
COG1,0,0,0,0,10,1,0,0,0,11,10,10
COL27A1,0,0,0,0,11,0,0,0,0,11,10,10
DGKG,0,0,0,0,8,1,0,2,0,11,10,10
EFCAB5,1,0,0,0,9,1,0,0,0,11,10,10
ELAPOR2,1,0,0,0,9,0,0,1,0,11,10,10
ELP1,0,0,0,0,11,0,0,0,0,11,10,10
EXOC2,0,1,0,0,8,2,0,0,0,11,10,10
FAM171A1,2,1,0,0,7,1,0,0,0,11,10,10
FMR1,0,0,0,0,11,0,0,0,0,11,10,10
GPR158,1,0,0,0,9,1,0,0,0,11,10,10
INTS6,0,0,0,0,11,0,0,0,0,11,10,10
JAK1,2,1,0,0,5,1,0,2,0,11,10,10
MAP3K15,0,1,0,0,10,0,0,0,0,11,10,10
MED13L,1,0,1,0,9,0,0,0,0,11,10,10
MEN1,2,2,0,0,6,0,0,1,0,11,10,10
MYOM3,0,0,0,0,11,0,0,0,0,11,10,10
MYPN,3,0,0,0,8,0,0,0,0,11,10,10
NCL,0,0,1,0,10,0,0,0,0,11,10,10
NUP155,0,0,0,0,10,1,0,0,0,11,10,10
PAPPA,0,0,0,0,9,1,0,1,0,11,10,10
PCDHA8,0,0,0,0,10,1,0,0,0,11,10,10
PCDHB12,0,0,0,0,11,0,0,0,0,11,10,10
PDE3A,0,0,0,0,9,2,0,0,0,11,10,10
PLA2G4A,0,0,0,0,10,0,0,1,0,11,10,10
POLE,0,0,0,0,11,0,0,0,0,11,10,10
PPIP5K2,1,0,0,0,8,1,0,1,0,11,10,10
PRRC2B,0,0,1,0,10,0,0,0,0,11,10,10
PTCHD1,0,0,0,0,10,1,0,0,0,11,10,10
PTPRF,0,0,0,0,11,0,0,0,0,11,10,10
ROCK2,1,0,0,0,8,2,0,0,0,11,10,10
SEMA4F,0,0,1,0,10,0,0,0,0,11,10,10
SLC12A5,0,0,0,0,10,1,0,0,0,11,10,10
SLC26A4,0,1,0,0,9,1,0,0,0,11,10,10
SLC26A9,0,0,0,0,10,0,0,0,1,11,10,10
SUPT16H,0,0,0,0,11,0,0,0,0,11,10,10
TARBP1,0,1,0,0,8,1,0,1,0,11,10,10
TPTE,0,0,0,0,10,1,0,0,0,11,10,10
TRANK1,0,0,0,0,11,0,0,0,0,11,10,10
WASHC4,0,0,0,0,10,1,0,0,0,11,10,10
WDR33,1,0,0,0,8,2,0,0,0,11,10,10
XKR4,0,0,0,0,10,0,0,1,0,11,10,10
ZNF91,0,0,0,0,8,2,0,1,0,11,10,10
AARS1,0,0,0,0,8,1,0,1,0,10,10,10
ABCA7,1,0,1,0,7,1,0,0,0,10,10,10
ABCC12,0,0,0,0,10,0,0,0,0,10,10,10
ACACB,0,0,0,0,9,0,0,1,0,10,10,10
ACE,0,0,0,0,9,0,0,1,0,10,10,10
ADAM29,0,0,0,0,9,1,0,0,0,10,10,10
ADAMTS13,0,1,0,0,9,0,0,0,0,10,10,10
ADAMTS19,0,0,0,0,7,3,0,0,0,10,10,10
ADAMTS2,0,0,0,0,9,0,0,1,0,10,10,10
ADGRA3,0,0,0,0,9,1,0,0,0,10,10,10
ADGRL4,1,0,0,0,7,2,0,0,0,10,10,10
AKAP4,0,0,0,0,10,0,0,0,0,10,10,10
AOX1,0,0,0,0,8,1,0,1,0,10,10,10
AP3B1,3,0,0,0,7,0,0,0,0,10,10,10
APBA2,1,0,0,0,8,1,0,0,0,10,10,10
ARAP3,0,0,0,0,10,0,0,0,0,10,10,10
ARHGEF1,1,0,0,0,7,1,0,1,0,10,10,10
ATAD5,0,0,0,0,8,1,0,1,0,10,10,10
ATG2B,0,0,0,0,9,1,0,0,0,10,10,10
ATP11A,0,0,0,0,7,1,0,2,0,10,10,10
ATP13A4,0,0,0,0,8,1,0,1,0,10,10,10
ATP8B2,0,1,0,0,9,0,0,0,0,10,10,10
BCAS1,0,0,0,0,7,2,0,1,0,10,10,10
BPTF,0,0,0,0,10,0,0,0,0,10,10,10
BRINP1,0,0,0,0,10,0,0,0,0,10,10,10
C6,1,0,0,0,8,1,0,0,0,10,10,10
CARD11,1,0,0,0,8,1,0,0,0,10,10,10
CDH20,0,0,0,0,10,0,0,0,0,10,10,10
CELSR1,0,1,0,0,7,0,0,2,0,10,10,10
CELSR3,0,0,0,0,8,2,0,0,0,10,10,10
CFAP61,0,0,0,0,9,1,0,0,0,10,10,10
CKAP5,0,0,0,0,10,0,0,0,0,10,10,10
COL17A1,0,0,0,0,9,1,0,0,0,10,10,10
COL18A1,4,0,0,0,5,1,0,0,0,10,10,10
CUL4B,0,0,0,0,9,1,0,0,0,10,10,10
DCDC1,1,0,0,0,8,1,0,0,0,10,10,10
DHX9,0,0,0,0,10,0,0,0,0,10,10,10
DICER1,0,0,0,0,10,0,0,0,0,10,10,10
DNM1,0,0,0,0,9,1,0,0,0,10,10,10
DOCK8,0,0,0,0,10,0,0,0,0,10,10,10
DSE,0,0,0,0,9,1,0,0,0,10,10,10
EPB41L3,1,0,0,0,9,0,0,0,0,10,10,10
EPHA7,0,0,0,0,7,2,0,1,0,10,10,10
FAM13C,0,0,0,0,8,2,0,0,0,10,10,10
FHOD3,1,0,0,0,8,1,0,0,0,10,10,10
FMNL3,1,0,0,0,9,0,0,0,0,10,10,10
GBF1,0,0,0,0,10,0,0,0,0,10,10,10
GIMAP8,0,0,0,0,9,1,0,0,0,10,10,10
GLDC,0,1,0,0,6,2,0,1,0,10,10,10
GLI3,2,0,0,0,7,1,0,0,0,10,10,10
GPSM2,0,0,0,0,8,1,0,1,0,10,10,10
GUCY2C,0,0,0,0,10,0,0,0,0,10,10,10
HEPH,0,1,0,0,9,0,0,0,0,10,10,10
HPS3,0,0,0,0,9,1,0,0,0,10,10,10
IARS1,0,1,0,0,8,1,0,0,0,10,10,10
ITGB2,0,0,0,0,8,1,1,0,0,10,10,10
JAK3,1,0,0,0,8,0,0,1,0,10,10,10
KCNU1,0,0,0,0,10,0,0,0,0,10,10,10
KDM2A,2,0,0,0,7,1,0,0,0,10,10,10
KDM3B,1,0,0,0,9,0,0,0,0,10,10,10
KIAA0319,0,0,0,0,9,1,0,0,0,10,10,10
KIF1B,0,0,0,0,10,0,0,0,0,10,10,10
KLHL1,0,0,0,0,8,1,0,1,0,10,10,10
